step,loss,computation_time_ms,communication_time_ms,total_time_ms,gflops_per_sec
1,4.535799,130828.756626,0.000000,130828.756626,23.382625
2,4.047842,129448.261586,0.000000,129448.261586,23.631988
3,4.152731,129076.695747,0.000000,129076.695747,23.700016
4,3.599689,130012.181077,0.000000,130012.181077,23.529486
5,3.703026,130312.239076,0.000000,130312.239076,23.475307
6,3.906327,129886.247164,0.000000,129886.247164,23.552300
7,4.031962,130091.326239,0.000000,130091.326239,23.515171
8,3.568295,130611.767257,0.000000,130611.767257,23.421472
9,3.929303,129941.622689,0.000000,129941.622689,23.542263
10,3.637965,130655.891462,0.000000,130655.891462,23.413562
11,4.027127,130460.307179,0.000000,130460.307179,23.448663
12,3.786942,130855.647297,0.000000,130855.647297,23.377820
13,3.987697,130305.605852,0.000000,130305.605852,23.476502
14,3.860814,131589.995760,0.000000,131589.995760,23.247359
15,3.671854,131643.470804,0.000000,131643.470804,23.237915
16,3.481398,131050.275040,0.000000,131050.275040,23.343101
17,3.966861,130697.579636,0.000000,130697.579636,23.406094
18,3.808088,131151.316477,0.000000,131151.316477,23.325117
19,3.512998,131294.808479,0.000000,131294.808479,23.299625
20,3.670301,131458.926667,0.000000,131458.926667,23.270537
21,3.640819,131733.202608,0.000000,131733.202608,23.222086
22,3.594809,131225.876157,0.000000,131225.876157,23.311864
23,3.177976,131650.604841,0.000000,131650.604841,23.236656
24,3.374685,131916.050893,0.000000,131916.050893,23.189898
25,3.815212,131423.673487,0.000000,131423.673487,23.276779
26,3.535961,132137.655360,0.000000,132137.655360,23.151007
27,3.930375,131853.742856,0.000000,131853.742856,23.200857
28,3.468837,131806.121601,0.000000,131806.121601,23.209239
29,3.379496,131783.380984,0.000000,131783.380984,23.213244
30,3.323285,132754.549474,0.000000,132754.549474,23.043427
31,3.272568,132330.038671,0.000000,132330.038671,23.117350
32,3.477969,132409.452286,0.000000,132409.452286,23.103485
33,3.588846,132067.617074,0.000000,132067.617074,23.163285
34,3.546524,132534.925837,0.000000,132534.925837,23.081613
35,3.749449,132220.640492,0.000000,132220.640492,23.136477
36,3.397265,132656.352526,0.000000,132656.352526,23.060485
37,3.276726,132674.864007,0.000000,132674.864007,23.057267
38,3.235375,132481.471377,0.000000,132481.471377,23.090926
39,3.636957,132135.087809,0.000000,132135.087809,23.151457
40,3.141697,132393.016288,0.000000,132393.016288,23.106353
