step,loss,computation_time_ms,communication_time_ms,total_time_ms,gflops_per_sec
1,4.535799,197419.075789,0.000000,197419.075789,15.495563
2,4.047842,195184.282046,0.000000,195184.282046,15.672982
3,4.152731,194609.966658,0.000000,194609.966658,15.719235
4,3.599689,196261.315757,0.000000,196261.315757,15.586973
5,3.703026,196377.876953,0.000000,196377.876953,15.577721
6,3.906327,195851.978893,0.000000,195851.978893,15.619550
7,4.031962,195717.995786,0.000000,195717.995786,15.630243
8,3.568295,196686.589061,0.000000,196686.589061,15.553271
9,3.929303,195933.244971,0.000000,195933.244971,15.613072
10,3.637965,196081.277220,0.000000,196081.277220,15.601285
11,4.027127,195013.575723,0.000000,195013.575723,15.686702
12,3.786942,195317.916327,0.000000,195317.916327,15.662259
13,3.987697,195581.944989,0.000000,195581.944989,15.641116
14,3.860814,196162.149461,0.000000,196162.149461,15.594853
15,3.671854,196585.281475,0.000000,196585.281475,15.561286
16,3.481398,196375.438680,0.000000,196375.438680,15.577915
17,3.966861,195693.761893,0.000000,195693.761893,15.632178
18,3.808088,196736.458942,0.000000,196736.458942,15.549328
19,3.512998,196884.263075,0.000000,196884.263075,15.537655
20,3.670301,196841.010039,0.000000,196841.010039,15.541069
21,3.640819,196340.414197,0.000000,196340.414197,15.580694
22,3.594809,195937.719186,0.000000,195937.719186,15.612715
23,3.177976,196836.256921,0.000000,196836.256921,15.541445
24,3.374685,196399.322380,0.000000,196399.322380,15.576020
25,3.815212,196779.839662,0.000000,196779.839662,15.545901
26,3.535961,198375.198488,0.000000,198375.198488,15.420878
27,3.930375,197281.448742,0.000000,197281.448742,15.506373
28,3.468837,197523.153583,0.000000,197523.153583,15.487399
29,3.379496,197404.957914,0.000000,197404.957914,15.496672
30,3.323285,197808.387329,0.000000,197808.387329,15.465066
31,3.272568,197995.017815,0.000000,197995.017815,15.450489
32,3.477969,197940.026256,0.000000,197940.026256,15.454781
33,3.588846,197728.771842,0.000000,197728.771842,15.471293
34,3.546524,197849.218142,0.000000,197849.218142,15.461875
35,3.749449,197478.007192,0.000000,197478.007192,15.490939
36,3.397265,198274.701818,0.000000,198274.701818,15.428695
37,3.276726,198155.967122,0.000000,198155.967122,15.437939
38,3.235375,197236.130078,0.000000,197236.130078,15.509936
39,3.636957,197387.633430,0.000000,197387.633430,15.498032
40,3.141697,198881.213984,0.000000,198881.213984,15.381643
