step,loss,computation_time_ms,communication_time_ms,total_time_ms,gflops_per_sec
1,4.399524,152312.382560,0.000000,152312.382560,5.021128
2,4.774795,151371.808438,0.000000,151371.808438,5.052328
3,3.688434,150318.954480,0.000000,150318.954480,5.087715
4,3.983828,149705.479548,0.000000,149705.479548,5.108564
5,3.996652,150881.115081,0.000000,150881.115081,5.068759
6,3.544075,150743.528069,0.000000,150743.528069,5.073385
7,3.902844,150109.690043,0.000000,150109.690043,5.094807
8,3.758278,149896.366501,0.000000,149896.366501,5.102058
9,3.607350,149872.920294,0.000000,149872.920294,5.102856
10,3.667511,150743.689264,0.000000,150743.689264,5.073380
11,4.113505,150534.478212,0.000000,150534.478212,5.080430
12,3.809197,150458.939926,0.000000,150458.939926,5.082981
13,3.588769,150987.603184,0.000000,150987.603184,5.065184
14,3.502617,150683.468798,0.000000,150683.468798,5.075407
15,3.804793,150609.754202,0.000000,150609.754202,5.077891
16,4.126342,150705.900438,0.000000,150705.900438,5.074652
17,3.022852,151015.213748,0.000000,151015.213748,5.064258
18,4.088050,150874.945696,0.000000,150874.945696,5.068966
19,3.536709,150575.610561,0.000000,150575.610561,5.079043
20,4.073390,150999.356484,0.000000,150999.356484,5.064789
21,3.976322,151030.322919,0.000000,151030.322919,5.063751
22,3.897914,150828.145294,0.000000,150828.145294,5.070539
23,3.987215,150846.306417,0.000000,150846.306417,5.069928
24,3.769670,150965.259777,0.000000,150965.259777,5.065933
25,3.811890,150642.557588,0.000000,150642.557588,5.076786
26,4.004169,150898.141224,0.000000,150898.141224,5.068187
27,3.752684,152527.285123,0.000000,152527.285123,5.014053
28,3.637446,151296.209753,0.000000,151296.209753,5.054852
29,3.999671,150836.811531,0.000000,150836.811531,5.070247
30,4.159618,150805.781397,0.000000,150805.781397,5.071291
31,3.901022,150929.348839,0.000000,150929.348839,5.067139
32,3.717912,151224.157559,0.000000,151224.157559,5.057260
33,3.680317,151064.604442,0.000000,151064.604442,5.062602
34,3.348384,149291.887311,0.000000,149291.887311,5.122716
35,3.731381,148383.836362,0.000000,148383.836362,5.154065
36,3.957969,148080.227798,0.000000,148080.227798,5.164632
37,3.539220,147813.319116,0.000000,147813.319116,5.173958
38,3.857837,148059.743822,0.000000,148059.743822,5.165347
39,2.906786,148178.577463,0.000000,148178.577463,5.161205
40,3.554003,148238.058740,0.000000,148238.058740,5.159134
