step,loss,computation_time_ms,communication_time_ms,total_time_ms,gflops_per_sec
1,4.399524,37050.801127,0.000000,37050.801127,20.641388
2,4.774795,38358.614804,0.000000,38358.614804,19.937632
3,3.688434,39345.643680,0.000000,39345.643680,19.437475
4,3.983828,38803.120494,0.000000,38803.120494,19.709238
5,3.996652,39254.069071,0.000000,39254.069071,19.482820
6,3.544075,38674.650429,0.000000,38674.650429,19.774709
7,3.902844,39796.834043,0.000000,39796.834043,19.217105
8,3.758278,39331.084742,0.000000,39331.084742,19.444670
9,3.607350,38940.356367,0.000000,38940.356367,19.639778
10,3.667511,39371.236754,0.000000,39371.236754,19.424839
11,4.113505,38913.014508,0.000000,38913.014508,19.653578
12,3.809197,38849.012424,0.000000,38849.012424,19.685956
13,3.588769,38518.893723,0.000000,38518.893723,19.854671
14,3.502617,38490.938553,0.000000,38490.938553,19.869091
15,3.804793,39145.682566,0.000000,39145.682566,19.536764
16,4.126342,39568.611603,0.000000,39568.611603,19.327945
17,3.022852,39541.760070,0.000000,39541.760070,19.341070
18,4.088050,39142.412641,0.000000,39142.412641,19.538396
19,3.536709,39242.311374,0.000000,39242.311374,19.488657
20,4.073390,38908.239333,0.000000,38908.239333,19.655990
21,3.976322,38342.247661,0.000000,38342.247661,19.946143
22,3.897914,39096.489546,0.000000,39096.489546,19.561346
23,3.987215,39952.981286,0.000000,39952.981286,19.142000
24,3.769670,39698.694711,0.000000,39698.694711,19.264612
25,3.811890,39050.372644,0.000000,39050.372644,19.584447
26,4.004169,39168.586111,0.000000,39168.586111,19.525340
27,3.752684,39707.832641,0.000000,39707.832641,19.260179
28,3.637446,39902.516732,0.000000,39902.516732,19.166208
29,3.999671,39929.230864,0.000000,39929.230864,19.153386
30,4.159618,39637.773694,0.000000,39637.773694,19.294221
31,3.901022,38468.667851,0.000000,38468.667851,19.880594
32,3.717912,39142.521950,0.000000,39142.521950,19.538341
33,3.680317,39337.918262,0.000000,39337.918262,19.441292
34,3.348384,39805.900291,0.000000,39805.900291,19.212728
35,3.731381,39451.116584,0.000000,39451.116584,19.385508
36,3.957969,39512.993370,0.000000,39512.993370,19.355151
37,3.539220,39695.046007,0.000000,39695.046007,19.266383
38,3.857837,39777.742815,0.000000,39777.742815,19.226329
39,2.906786,40283.714307,0.000000,40283.714307,18.984842
40,3.554003,40717.902760,0.000000,40717.902760,18.782400
