step,loss,computation_time_ms,pure_computation_time,communication_time_ms,total_time_ms,gflops_per_sec,gradient_reduce_time_ms,loss_reduce_time_ms,total_pure_comm_time_ms,num_gradient_reductions
1,4.666165,11.623808,29.03649900000005,937.822754,949.446533,1641.536255,920.338379,0.07168,920.410034,13
2,4.312687,8.542656,22.899659000000042,934.659607,943.202271,1652.403687,919.647217,0.65536,920.302612,13
2,4.312687,8.47584,23.96465999999998,934.604675,943.080505,1652.617065,918.723633,0.392192,919.115845,13
2,4.312687,8.57104,23.058227999999986,934.584473,943.155518,1652.485596,919.476685,0.620544,920.09729,13
2,4.312687,8.514048,23.80297900000005,934.64856,943.162598,1652.473145,918.625366,0.734208,919.359619,13
2,4.312687,8.79008,24.57928400000003,934.432617,943.222717,1652.36792,918.316772,0.326656,918.643433,13
2,4.312687,8.761824,23.87023899999997,934.410522,943.172363,1652.456177,918.868958,0.433152,919.302124,13
2,4.312687,8.830912,24.460877000000096,934.389282,943.220215,1652.372314,918.564758,0.19456,918.759338,13
2,4.312687,8.623008,24.742737000000034,934.654663,943.277649,1652.271606,918.428345,0.106528,918.534912,13
3,4.238228,8.553504,23.84326199999998,935.402527,943.956055,1651.084229,919.656128,0.456704,920.112793,13
3,4.238228,8.60784,22.711364000000003,935.385986,943.993835,1651.018188,920.310669,0.971776,921.282471,13
3,4.238228,8.6304,23.230346000000054,935.366821,943.997192,1651.012329,920.070679,0.696096,920.766846,13
3,4.238228,8.627169,23.711487000000034,935.361084,943.988281,1651.027832,919.549744,0.72704,920.276794,13
3,4.238228,8.592288,24.394409999999993,934.896545,943.488831,1651.901855,918.750366,0.344064,919.094421,13
3,4.238228,8.563456,23.526976999999988,935.32959,943.893066,1651.194336,919.915527,0.45056,920.366089,13
3,4.238228,8.79792,24.799315999999976,934.629517,943.427429,1652.009277,918.445862,0.182272,918.628113,13
3,4.238228,8.581792,25.748473999999987,935.393433,943.97522,1651.050659,918.139709,0.08704,918.226746,13
4,3.871347,8.534976,22.971497,934.849609,943.384583,1652.084473,913.716309,6.696768,920.413086,13
4,3.871347,8.548639,25.26275600000008,934.864929,943.413574,1652.033569,911.534729,6.616064,918.150818,13
4,3.871347,8.521441,23.592163000000028,934.86615,943.387573,1652.079224,913.297119,6.498304,919.79541,13
4,3.871347,8.547873,29.477112000000034,934.854431,943.402283,1652.053345,913.748047,0.177152,913.925171,13
4,3.871347,8.606528,24.148010999999997,934.61676,943.223267,1652.367065,912.753174,6.322112,919.075256,13
4,3.871347,8.526272,24.142211999999972,934.657654,943.183899,1652.435791,912.610962,6.43072,919.041687,13
4,3.871347,8.589856,24.06646699999999,934.676208,943.266052,1652.292114,912.865112,6.334464,919.199585,13
4,3.871347,8.548928,23.35986300000002,934.736389,943.285339,1652.258301,913.307373,6.618112,919.925476,13
5,3.833297,8.692256,24.20977800000003,934.352478,943.044739,1652.67981,918.318848,0.516096,918.834961,13
5,3.833297,8.638304,25.138365999999905,934.416199,943.054504,1652.662598,917.722534,0.193536,917.916138,13
5,3.833297,8.655359,24.600952000000007,934.426086,943.081421,1652.615356,917.901855,0.57856,918.480469,13
5,3.833297,8.809824,24.21063199999992,934.019897,942.829712,1653.056641,918.19104,0.428032,918.61908,13
5,3.833297,8.792448,24.107909999999947,934.252625,943.045044,1652.679199,918.348328,0.5888,918.937134,13
5,3.833297,8.705408,24.97711199999992,934.144104,942.849487,1653.021973,917.468933,0.403456,917.872375,13
5,3.833297,8.745249,26.275452000000087,934.179993,942.925232,1652.889282,916.519653,0.130048,916.64978,13
5,3.833297,8.788416,26.41583300000002,934.183838,942.972229,1652.806763,916.477539,0.078848,916.556396,13
6,3.765719,8.549984,23.096190999999976,933.832703,942.38269,1653.84082,918.612793,0.673792,919.286499,13
6,3.765719,8.543713,23.398255000000063,933.84137,942.385071,1653.83667,918.348877,0.637952,918.986816,13
6,3.765719,8.516416,23.001952999999958,933.795898,942.312317,1653.964233,918.620178,0.690176,919.310364,13
6,3.765719,8.60272,24.012755999999968,933.789612,942.392334,1653.823853,918.010742,0.368864,918.379578,13
6,3.765719,8.637632,23.739623999999935,933.710815,942.34845,1653.901001,918.344604,0.264192,918.608826,13
6,3.765719,8.524448,24.233826000000022,933.695679,942.220154,1654.126099,917.709839,0.27648,917.986328,13
6,3.765719,8.575968,24.791991999999937,933.699097,942.275085,1654.029663,917.401184,0.08192,917.483093,13
6,3.765719,8.596576,24.933226999999988,933.727051,942.323608,1653.944458,917.140503,0.249856,917.390381,13
7,3.635435,8.427392,22.922972999999956,939.307739,947.735107,1644.500488,924.422974,0.38912,924.812134,13
7,3.635435,8.465312,22.864013,939.346069,947.811401,1644.368286,924.617676,0.329728,924.947388,13
7,3.635435,8.469376,22.677429000000075,939.329834,947.799194,1644.389282,924.737793,0.384,925.121765,13
7,3.635435,8.593985,23.406555000000026,939.098633,947.692627,1644.574219,923.988098,0.297984,924.286072,13
7,3.635435,8.594912,24.96594200000004,939.019531,947.614441,1644.710083,922.579895,0.068608,922.648499,13
7,3.635435,8.608192,23.983948000000055,939.006104,947.614319,1644.710205,923.521973,0.108448,923.630371,13
7,3.635435,8.535007,23.84307799999999,939.118591,947.653625,1644.641968,923.669434,0.141056,923.810547,13
7,3.635435,8.436895,23.48834199999999,939.530945,947.967834,1644.096924,924.154663,0.324832,924.479492,13
8,3.816231,8.556448,24.743773999999917,930.082336,938.638794,1660.437378,913.410889,0.484192,913.89502,13
8,3.816231,8.565568,24.804626999999982,930.093445,938.658997,1660.401611,913.470459,0.384,913.85437,13
8,3.816231,8.611904,25.08282399999996,929.882019,938.493896,1660.693726,912.931824,0.479232,913.411072,13
8,3.816231,8.567553,26.226562999999942,930.071228,938.638794,1660.437378,912.153076,0.259232,912.412231,13
8,3.816231,8.625631,25.168334999999956,930.002563,938.628174,1660.456177,913.329773,0.130048,913.459839,13
8,3.816231,8.615936,25.27777100000003,929.999512,938.615479,1660.478516,913.260925,0.0768,913.337708,13
8,3.816231,8.628736,24.338805999999977,929.984253,938.612976,1660.483032,913.931152,0.34304,914.27417,13
8,3.816231,8.531008,25.58679200000006,930.000732,938.531738,1660.626831,912.72583,0.219136,912.944946,13
9,3.627155,8.952448,23.89593500000001,941.585266,950.53772,1639.651855,925.89325,0.748544,926.641785,13
9,3.627155,8.925088,23.93054200000006,941.592712,950.517822,1639.686157,925.800781,0.786432,926.58728,13
9,3.627155,8.518848,22.78466800000001,942.011536,950.530396,1639.664429,926.982788,0.76288,927.745728,13
9,3.627155,8.534816,22.950988000000052,941.993835,950.528625,1639.667603,926.874146,0.703488,927.577637,13
9,3.627155,8.585408,25.62109399999997,941.975403,950.560791,1639.612061,924.855957,0.083744,924.939697,13
9,3.627155,8.54736,23.30651899999998,941.882568,950.429932,1639.837891,926.612427,0.510976,927.123413,13
9,3.627155,8.569119,25.01220699999999,941.954468,950.52356,1639.67627,925.260498,0.25088,925.511353,13
9,3.627155,8.500384,24.35876399999995,941.824707,950.325073,1640.018799,925.470703,0.495616,925.966309,13
10,3.625688,8.610752,23.177794999999946,933.020264,941.631042,1655.161011,918.126587,0.326656,918.453247,13
10,3.625688,8.766624,23.435058000000026,932.878174,941.644775,1655.136841,917.685425,0.524288,918.209717,13
10,3.625688,8.595296,22.89074699999992,933.045593,941.640869,1655.143677,918.433838,0.316256,918.750122,13
10,3.625688,8.57136,23.005982000000017,933.070251,941.641602,1655.142334,918.131836,0.503808,918.63562,13
10,3.625688,8.936608,24.21465999999998,932.650818,941.587402,1655.237671,917.253052,0.119712,917.372742,13
10,3.625688,8.600032,24.41632100000004,932.821411,941.421448,1655.529419,916.933472,0.07168,917.005127,13
10,3.625688,8.805759,24.601683999999977,932.717529,941.523315,1655.350342,916.634888,0.28672,916.921631,13
10,3.625688,8.767712,23.302368,932.7948,941.5625,1655.281494,917.933472,0.326656,918.260132,13
11,3.630038,8.606176,24.907349000000067,930.038818,938.64502,1660.426392,913.180664,0.557056,913.737671,13
11,3.630038,8.654528,24.585328000000004,929.993896,938.648438,1660.420288,913.849121,0.214016,914.06311,13
11,3.630038,8.62064,25.03466800000001,930.024414,938.645081,1660.42627,913.441589,0.168832,913.610413,13
11,3.630038,8.6552,23.897032999999965,929.871399,938.526611,1660.635864,914.293701,0.335872,914.629578,13
11,3.630038,8.887744,24.955445000000054,929.663513,938.55127,1660.592285,913.380859,0.21504,913.595825,13
11,3.630038,8.598048,24.344237999999905,930.157715,938.755737,1660.230591,913.897339,0.514176,914.411499,13
11,3.630038,8.647264,25.02258299999994,929.965759,938.613037,1660.48291,913.49939,0.091136,913.590454,13
11,3.630038,8.585472,25.294922000000042,930.184814,938.770264,1660.204834,913.321777,0.1536,913.475342,13
12,3.70065,8.512032,24.080565999999976,938.130188,946.642212,1646.39917,922.040405,0.521216,922.561646,13
12,3.70065,8.515328,22.820678000000044,938.051086,946.566406,1646.531006,923.044312,0.70144,923.745728,13
12,3.70065,8.527712,23.12292500000001,938.088379,946.616089,1646.44458,922.789673,0.703488,923.493164,13
12,3.70065,8.513344,23.01916499999993,938.254211,946.767578,1646.181274,923.047974,0.700416,923.748413,13
12,3.70065,8.495776,23.16107199999999,938.105347,946.601135,1646.470581,922.981323,0.458752,923.440063,13
12,3.70065,8.53488,25.501402999999982,938.146362,946.681213,1646.331299,921.091736,0.088064,921.17981,13
12,3.70065,8.781792,23.966492000000017,937.331177,946.112976,1647.320068,921.678589,0.467904,922.146484,13
12,3.70065,8.473696,24.50695799999994,938.163513,946.637207,1646.407837,921.914185,0.216064,922.130249,13
13,3.457216,8.556192,23.226012999999966,934.466431,943.022644,1652.718384,919.409546,0.387072,919.796631,13
13,3.457216,8.580704,22.96868900000004,934.446106,943.026794,1652.711182,919.806274,0.251904,920.058105,13
13,3.457216,8.549152,23.010497999999984,934.480774,943.029907,1652.705688,919.620239,0.399168,920.019409,13
13,3.457216,8.596832,22.875489000000016,934.336548,942.93335,1652.875122,919.625732,0.432128,920.057861,13
13,3.457216,8.680033,23.79760799999997,934.198242,942.878296,1652.971436,918.852356,0.228352,919.080688,13
13,3.457216,8.565697,23.661621000000082,934.290222,942.855896,1653.010742,918.973267,0.221024,919.194275,13
13,3.457216,8.634272,23.516114000000016,934.255493,942.889771,1652.951294,919.234375,0.139264,919.373657,13
13,3.457216,8.53536,23.804015999999933,934.266235,942.801575,1653.105957,918.925903,0.07168,918.997559,13
14,3.572929,8.55056,24.414001999999982,931.26178,939.812317,1658.364136,914.882202,0.516096,915.398315,13
14,3.572929,8.537184,23.342713000000003,931.261108,939.798279,1658.388794,915.92511,0.530432,916.455566,13
14,3.572929,8.555936,23.16632100000004,931.243835,939.799744,1658.38623,916.104004,0.529408,916.633423,13
14,3.572929,8.57936,23.220459000000005,931.21814,939.797485,1658.390137,916.099854,0.477184,916.577026,13
14,3.572929,8.598112,24.821411000000012,930.852966,939.45105,1659.001709,914.471924,0.157696,914.629639,13
14,3.572929,8.669439,23.806091000000038,930.923279,939.592712,1658.751587,915.484619,0.302016,915.786621,13
14,3.572929,8.565792,24.63110400000005,931.110718,939.676514,1658.60376,914.969604,0.075776,915.04541,13
14,3.572929,8.630688,24.85400400000003,931.054382,939.685059,1658.588623,914.73584,0.095232,914.831055,13
15,3.586228,8.517824,23.356202000000053,931.227844,939.745667,1658.481689,916.075073,0.314368,916.389465,13
15,3.586228,8.505888,23.237549000000058,931.332153,939.838013,1658.318726,916.212341,0.388096,916.600464,13
15,3.586228,8.494848,22.792663999999945,931.343567,939.83844,1658.317871,916.63208,0.413696,917.045776,13
15,3.586228,8.514656,22.906067000000007,931.319763,939.834412,1658.325073,916.532043,0.396288,916.928345,13
15,3.586228,8.523647,23.679869999999937,931.304688,939.828308,1658.335815,915.946777,0.201664,916.148438,13
15,3.586228,8.58256,22.948364000000083,931.150024,939.732605,1658.504761,916.307922,0.476288,916.784241,13
15,3.586228,8.506176,23.43084799999997,931.194397,939.700562,1658.561279,916.065918,0.203776,916.269714,13
15,3.586228,8.541697,24.45239300000003,931.162659,939.704346,1658.554565,915.168945,0.082944,915.251953,13
16,3.215647,8.673471,22.953002999999967,929.172058,937.84552,1661.841797,914.249451,0.643072,914.892517,13
16,3.215647,8.624672,23.620544999999993,929.248291,937.872986,1661.793213,913.630859,0.621568,914.252441,13
16,3.215647,8.637888,23.14636299999995,929.222778,937.860657,1661.814941,914.117371,0.596928,914.714294,13
16,3.215647,8.741312,23.265625,929.09021,937.831543,1661.866577,913.973022,0.592896,914.565918,13
16,3.215647,8.637952,24.83209199999999,929.246582,937.884521,1661.772705,912.491394,0.561024,913.052429,13
16,3.215647,8.818912,24.866516000000047,928.963501,937.78241,1661.953613,912.557495,0.3584,912.915894,13
16,3.215647,8.726656,23.85137899999995,929.070068,937.796753,1661.928223,913.370117,0.575264,913.945374,13
16,3.215647,8.793376,25.577819999999974,929.13208,937.925476,1661.700317,912.244263,0.103392,912.347656,13
17,3.625686,8.575296,23.128052000000025,931.174194,939.749512,1658.474854,916.11969,0.50176,916.62146,13
17,3.625686,8.481089,23.549315999999976,931.18396,939.665039,1658.624023,915.615112,0.50064,916.115723,13
17,3.625686,8.557024,23.342773999999963,931.195923,939.75293,1658.468872,915.940186,0.470016,916.410156,13
17,3.625686,8.570688,23.358948000000055,931.172546,939.743225,1658.485962,915.98999,0.39424,916.384277,13
17,3.625686,8.630208,24.081358999999907,930.976501,939.606689,1658.727051,915.312317,0.212992,915.52533,13
17,3.625686,8.693824,24.71875,930.987305,939.681152,1658.595459,914.887634,0.074752,914.962402,13
17,3.625686,8.642015,24.35021900000004,931.000793,939.642822,1658.663086,915.062195,0.2304,915.292603,13
17,3.625686,8.74032,24.29077099999995,930.927124,939.667419,1658.619873,915.249695,0.126976,915.376648,13
18,3.686921,8.488224,23.786377000000016,933.679199,942.167419,1654.218628,918.237427,0.143616,918.381042,13
18,3.686921,8.512384,23.079894999999965,933.677856,942.190247,1654.178589,918.722229,0.388096,919.110352,13
18,3.686921,8.48448,23.90582299999994,933.804871,942.289368,1654.004639,918.081421,0.30208,918.383545,13
18,3.686921,8.525184,23.975708000000054,933.587219,942.112427,1654.315186,918.019043,0.11776,918.136719,13
18,3.686921,8.578816,24.660645000000045,933.585632,942.164429,1654.223877,917.427979,0.075776,917.503784,13
18,3.686921,8.516576,24.06915300000003,933.617249,942.13385,1654.27771,917.965454,0.099264,918.064697,13
18,3.686921,8.539167,23.99646000000007,933.571533,942.110718,1654.318115,918.038452,0.075776,918.114258,13
18,3.686921,8.5968,23.214721999999938,933.790405,942.387207,1653.832764,918.752686,0.41984,919.172485,13
19,3.613636,8.710592,24.446716000000038,933.088318,941.798889,1654.866089,917.016357,0.335872,917.352173,13
19,3.613636,8.658464,23.914672999999993,933.144775,941.803223,1654.858276,917.570374,0.318176,917.88855,13
19,3.613636,9.047264,24.15509099999997,932.604858,941.6521,1655.123901,917.245117,0.251904,917.497009,13
19,3.613636,8.638336,23.617066000000023,933.175171,941.813538,1654.84021,917.855469,0.340992,918.196472,13
19,3.613636,8.65136,25.643920999999978,933.12439,941.775757,1654.906738,916.067322,0.064512,916.131836,13
19,3.613636,8.606112,24.733276000000046,933.083557,941.689697,1655.057983,916.886841,0.069568,916.956421,13
19,3.613636,8.660831,24.852844000000005,933.099792,941.76062,1654.93335,916.749084,0.15872,916.907776,13
19,3.613636,8.618976,24.8820189999999,933.07428,941.693237,1655.051636,916.571899,0.239296,916.811218,13
20,3.350011,8.698528,23.405456999999956,933.886169,942.584717,1653.486328,918.665222,0.514048,919.17926,13
20,3.350011,8.70352,23.43927000000008,933.88623,942.589722,1653.477661,918.748047,0.402432,919.150452,13
20,3.350011,8.707616,23.462464000000068,933.881775,942.589417,1653.478149,918.569946,0.557056,919.126953,13
20,3.350011,8.784576,24.48486300000002,933.741699,942.526245,1653.588867,917.696289,0.345088,918.041382,13
20,3.350011,8.685408,24.558838000000037,933.735352,942.420776,1653.773926,917.741089,0.120832,917.861938,13
20,3.350011,8.781664,24.801331000000005,933.729919,942.511597,1653.614624,917.635559,0.07472,917.710266,13
20,3.350011,8.720736,24.21594200000004,933.793152,942.513916,1653.610474,917.959045,0.338944,918.297974,13
20,3.350011,9.160959,23.575560999999993,933.506165,942.667114,1653.341797,918.5448,0.546816,919.091553,13
21,3.388825,9.550592,25.284239999999954,937.115173,946.665771,1646.358154,920.677002,0.704512,921.381531,13
21,3.388825,9.306561,25.148987000000034,937.32666,946.63324,1646.414795,920.65686,0.827392,921.484253,13
21,3.388825,9.43424,25.356994999999984,937.229065,946.66333,1646.362549,920.504517,0.801792,921.306335,13
21,3.388825,9.357985,27.041870000000017,937.431824,946.789795,1646.142578,919.541138,0.206848,919.747925,13
21,3.388825,9.571487,25.653808000000026,937.088928,946.6604,1646.367432,920.30603,0.700576,921.006592,13
21,3.388825,9.236383,25.455565999999976,937.146057,946.382446,1646.850952,920.418091,0.508768,920.92688,13
21,3.388825,9.384064,26.254028000000062,937.302368,946.686401,1646.322388,920.147705,0.284672,920.432373,13
21,3.388825,9.465153,27.205871000000002,937.21228,946.677429,1646.337891,919.34668,0.124928,919.471558,13
22,3.625136,8.536128,24.097535000000107,936.924805,945.460938,1648.456177,921.000916,0.362496,921.363403,13
22,3.625136,8.57872,24.851196000000073,936.895996,945.474731,1648.432129,920.500732,0.12288,920.623535,13
22,3.625136,8.543936,23.785706000000005,937.019653,945.563599,1648.277222,921.201355,0.576512,921.777893,13
22,3.625136,8.577952,24.19433600000002,936.986877,945.564819,1648.275146,920.75708,0.613376,921.370483,13
22,3.625136,8.805664,24.766051999999945,936.701965,945.507629,1648.374756,920.668945,0.072704,920.741577,13
22,3.625136,8.5544,23.307739000000083,937.006531,945.560913,1648.28186,921.82312,0.43008,922.253174,13
22,3.625136,8.533664,24.210265999999933,936.901794,945.435486,1648.50061,921.023438,0.201728,921.22522,13
22,3.625136,8.545376,23.450927999999976,936.989319,945.534668,1648.327637,921.46521,0.618496,922.08374,13
23,3.424669,8.515488,23.683959999999956,928.218872,936.734375,1663.81311,912.429871,0.620544,913.050415,13
23,3.424669,8.49296,23.38037099999997,928.239075,936.732056,1663.817261,912.679932,0.671744,913.351685,13
23,3.424669,8.496096,23.322325999999975,928.219788,936.715881,1663.845947,912.734131,0.659456,913.393555,13
23,3.424669,8.484768,23.01519799999994,928.361816,936.846558,1663.613892,913.194458,0.636928,913.83136,13
23,3.424669,8.480704,23.44915800000001,928.204895,936.685608,1663.899658,912.608765,0.627712,913.23645,13
23,3.424669,8.548416,24.31207299999994,928.227783,936.776184,1663.738892,912.079102,0.385024,912.464111,13
23,3.424669,8.74192,24.839476999999988,928.107544,936.849487,1663.608643,911.932251,0.077824,912.01001,13
