step,loss,computation_time_ms,communication_time_ms,total_time_ms,gflops_per_sec,gradient_reduce_time_ms,loss_reduce_time_ms,total_pure_comm_time_ms,num_gradient_reductions
36,3.378421,10.823072,791.551697,802.374756,1942.422729,771.516113,0.073728,771.589844,13
36,3.378421,10.626336,791.977051,802.603394,1941.869385,772.306763,0.236512,772.543274,13
36,3.378421,10.582399,792.605042,803.187439,1940.457397,772.931274,0.239488,773.170776,13
36,3.378421,10.711488,792.229797,802.941284,1941.052246,772.604431,0.111616,772.716064,13
37,3.254668,10.875937,793.166016,804.041931,1938.395142,773.003052,0.068448,773.071411,13
37,3.254668,10.594944,794.118774,804.713745,1936.776855,774.255493,0.465728,774.721191,13
37,3.254668,10.605663,794.218140,804.823792,1936.511963,774.391663,0.446464,774.838135,13
37,3.254668,10.679744,794.017395,804.697144,1936.816772,774.195984,0.326656,774.522644,13
38,3.529496,10.805920,793.653015,804.458923,1937.390259,773.703369,0.068384,773.771729,13
38,3.529496,10.628768,793.911926,804.540710,1937.193481,774.031372,0.362496,774.393860,13
38,3.529496,10.702911,794.018555,804.721497,1936.758301,774.023132,0.403456,774.426575,13
38,3.529496,10.757344,794.017456,804.774780,1936.630005,774.321716,0.476160,774.797852,13
39,3.366753,11.233761,793.963928,805.197693,1935.612671,773.864990,0.071648,773.936646,13
39,3.366753,10.512544,795.351135,805.863708,1934.012939,775.716553,0.495616,776.212158,13
39,3.366753,10.648129,795.477905,806.126038,1933.383667,775.726929,0.482208,776.209106,13
39,3.366753,10.654943,795.278748,805.933716,1933.845093,775.475952,0.342016,775.817993,13
40,3.848200,10.911712,793.553955,804.465637,1937.374146,773.471069,0.066560,773.537659,13
40,3.848200,10.554111,794.920776,805.474915,1934.946655,774.991333,0.236544,775.227905,13
40,3.848200,10.650400,793.980286,804.630676,1936.976807,773.563293,0.547840,774.111145,13
40,3.848200,10.700191,793.914368,804.614563,1937.015625,774.088318,0.420864,774.509155,13
