step,loss,computation_time_ms,communication_time_ms,total_time_ms,gflops_per_sec
1,11.004921,108276.718750,277818.000000,386094.718750,4095.142090
2,10.934339,109252.031250,283214.375000,392466.406250,4028.657471
3,10.795202,107945.031250,285854.843750,393799.875000,4015.015869
